x1;x2,Clase
-9.32439274844400;0.168078680883421;1
4.19485168318323;-5.98717771032811;1
4.79282385074152;-5.23276772327265;1
-9.42759350184893;1.53667181150476;1
-2.14624630904310;-7.63722476917713;1
0.324247560128151;4.95482677383910;1
6.42290621565655;-0.710534709275091;1
4.30134506691377;10.6151651001063;1
-8.74792751964577;4.45245936461123;1
-9.37049851677494;2.29916024574166;1
4.29442499307353;-5.83266822184232;1
-2.74048042710067;-0.465406552688652;1
-8.44638886247893;-2.94294182796456;1
-3.28487155554042;1.11796060037231;1
6.32537940500331;-2.51310371626118;1
5.65424998270758;2.28669762687332;1
-3.08100339407219;-7.46287601107597;1
-6.45309022622068;8.01127087859705;1
-9.38716729695169;0.364169263857246;1
4.78179466011344;-5.38957331289083;1
5.56407779646924;-4.26915014097139;1
-1.41181067708380;4.23992328248132;1
4.83746321825666;3.17690070866916;1
-8.18738209281795;5.61737190015092;1
-0.717197051221723;4.53849005396829;1
1.29220543437553;11.2278151738557;1
-1.87640099507616;-7.72907465279229;1
-1.34108830801602;4.21678725913119;1
-8.50037601258589;-2.76750004882263;1
-3.57441150100214;10.1272928207634;1
3.19695265058081;-6.66697970558220;1
-5.97916529616293;8.39939202281274;1
-8.44045826205652;5.12321157639486;1
-8.87356575388306;-1.72450851741793;1
1.37623064193221;-7.55982773502812;1
0.320003944183316;-7.77936365932731;1
-1.78548857236816;-7.77663510172404;1
-1.38167491558957;-7.78453053665441;1
6.34090341287878;0.417046437707263;1
-5.64142963631609;-6.31583707025351;1
-3.12705354535566;1.51596198372684;1
-8.23262586293541;-3.30614818130369;1
-2.99032536746775;2.42921911397215;1
-1.38736569686499;10.8376961572515;1
-2.10824441169161;10.7512078376664;1
3.61474052616146;-6.45770209549088;1
4.53177062465575;10.6031578341941;1
3.35409522494567;10.8155516948320;1
5.31633873138560;10.2986601553681;1
4.08390853303528;3.99927594376155;1
-0.969153532719123;-1.64012328385183;1
6.53127492394267;-1.53993433721824;1
3.22596750107159;-6.64528218460693;1
6.54273484074417;-0.534369956203554;1
-7.13534291267346;7.47874884789428;1
6.47822975639476;-0.0861380561071498;1
-3.03312427533253;-7.49158260145344;1
6.24909022561668;-2.27174149851760;1
3.24066846777205;-6.59165705495246;1
0.388846569970644;11.0660410694155;1
-2.36048261859645;-1.12859226361857;1
2.53599930846465;4.65502458119516;1
0.726617800921009;-7.54414487689704;1
-3.07465933031378;10.2794852011672;1
6.21444527610739;0.853778386882120;1
2.23861067193417;10.9865464142749;1
4.30086614843044;10.6357396493400;1
1.55398487139302;-7.35358371041753;1
4.97122167736419;10.4062290532496;1
1.70986593330858;4.76781410377460;1
-6.92585761682378;7.61635206392647;1
-8.67065650854319;-2.37680926251540;1
-9.37020584512368;0.0490275048091862;1
-5.26761916776324;-6.57558598922422;1
6.38229397878363;0.305618383735758;1
3.36446939885191;4.47061276369665;1
-9.32050307581683;0.796185021827108;1
-5.13096700899954;9.23309900965416;1
-9.12698590591208;2.78576428631595;1
-4.18775325055329;-7.13890058139829;1
2.83093536579367;11.0889204625595;1
-8.84119119096664;-1.65979769969117;1
6.37220341260033;-0.0786139173098810;1
-8.94431705932598;3.73400155229914;1
4.35922802976252;-5.54476133412193;1
-7.31478965374229;7.15770171654662;1
5.69211033212952;10.1888468692182;1
6.11691300797259;-2.82053528676263;1
2.02081834764086;11.0306620057682;1
-8.78017478172742;4.32329061879195;1
-0.198266482999465;4.71639911040856;1
6.41598372066419;-1.41787306069295;1
2.15767704716263;11.0344716356657;1
-4.82204535000496;-6.75068791428478;1
-0.850120632430971;10.9451032322238;1
-6.18977060795739;8.40254774675853;1
-2.83897046035578;-0.529942855308371;1
